"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","bytes_in","bytes_out","client.bytes","client.ip","client.port","destination.bytes","destination.domain","destination.ip","destination.port","ecs.version","event.category","event.dataset","event.duration","event.end","event.kind","event.start","event.type","host.architecture","host.containerized","host.hostname","host.id","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","http.request.body.bytes","http.request.bytes","http.request.headers.content-length","http.request.headers.content-type","http.request.method","http.response.body.bytes","http.response.bytes","http.response.headers.content-length","http.response.headers.content-type","http.response.status_code","http.response.status_phrase","http.version",method,"network.bytes","network.community_id","network.direction","network.protocol","network.transport","network.type",query,"related.hosts","related.ip","server.bytes","server.domain","server.ip","server.port","source.bytes","source.ip","source.port",status,type,"url.domain","url.extension","url.full","url.full.text","url.path","url.port","url.query","url.scheme","user_agent.original","user_agent.original.text"
"Oct 23, 2022 @ 16:55:07.696",FLwNBIQBY9uvdcLxkNK6,".ds-packetbeat-8.4.3-2022.10.21-000001","-","248bfe33-6b3c-4c2f-8d4e-97c915808782",dfb7e7b6deb4,"3c0b3f0f-9b4e-42e3-a492-61af31e0cc41",dfb7e7b6deb4,packetbeat,"8.4.3",638B,"1.2KB",638B,"172.16.0.9",52036,"1.2KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"5.5","Oct 23, 2022 @ 16:55:07.701",event,"Oct 23, 2022 @ 16:55:07.696","connection, protocol","x86_64",false,dfb7e7b6deb4,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",dfb7e7b6deb4,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)",441B,638B,441,"-",POST,"1,000B","1.2KB","1,000","text/html;charset=utf-8",404,"not found","1.1",POST,"1.8KB","1:i56PoBCWd4RiCDd4OpvJseIXsog=",egress,http,tcp,ipv4,"POST /sdk","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.2KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,638B,"172.16.0.9",52036,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/sdk","http://3204_webapp_1.3204_companyABC:8080/sdk","/sdk",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 16:55:07.696",FbwNBIQBY9uvdcLxkNK6,".ds-packetbeat-8.4.3-2022.10.21-000001","-","248bfe33-6b3c-4c2f-8d4e-97c915808782",dfb7e7b6deb4,"3c0b3f0f-9b4e-42e3-a492-61af31e0cc41",dfb7e7b6deb4,packetbeat,"8.4.3",234B,"1.3KB",234B,"172.16.0.9",52038,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"7.8","Oct 23, 2022 @ 16:55:07.704",event,"Oct 23, 2022 @ 16:55:07.696","connection, protocol","x86_64",false,dfb7e7b6deb4,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",dfb7e7b6deb4,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",234B,0,"-",OPTIONS,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",OPTIONS,"1.5KB","1:mC+L0DUVI4j1730Bhc2agXFsPvc=",egress,http,tcp,ipv4,"OPTIONS /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,234B,"172.16.0.9",52038,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 16:55:07.696",F7wNBIQBY9uvdcLxkNK6,".ds-packetbeat-8.4.3-2022.10.21-000001","-","248bfe33-6b3c-4c2f-8d4e-97c915808782",dfb7e7b6deb4,"3c0b3f0f-9b4e-42e3-a492-61af31e0cc41",dfb7e7b6deb4,packetbeat,"8.4.3",176B,"1.3KB",176B,"172.16.0.9",52066,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"8.5","Oct 23, 2022 @ 16:55:07.704",event,"Oct 23, 2022 @ 16:55:07.696","connection, protocol","x86_64",false,dfb7e7b6deb4,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",dfb7e7b6deb4,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",176B,0,"-",OPTIONS,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",OPTIONS,"1.4KB","1:2FUjKJby5o+2Xd1UygDvdhWtZm4=",egress,http,tcp,ipv4,"OPTIONS /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,176B,"172.16.0.9",52066,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 16:55:07.693",C7wNBIQBY9uvdcLxkNK6,".ds-packetbeat-8.4.3-2022.10.21-000001","-","248bfe33-6b3c-4c2f-8d4e-97c915808782",dfb7e7b6deb4,"3c0b3f0f-9b4e-42e3-a492-61af31e0cc41",dfb7e7b6deb4,packetbeat,"8.4.3",187B,"1.3KB",187B,"172.16.0.9",51946,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"0.8","Oct 23, 2022 @ 16:55:07.694",event,"Oct 23, 2022 @ 16:55:07.693","connection, protocol","x86_64",false,dfb7e7b6deb4,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",dfb7e7b6deb4,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",187B,0,"-",PROPFIND,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",PROPFIND,"1.4KB","1:eXqFmOohJEISyyRpUZQAmEAbN2E=",egress,http,tcp,ipv4,"PROPFIND /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,187B,"172.16.0.9",51946,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 16:55:07.693",DLwNBIQBY9uvdcLxkNK6,".ds-packetbeat-8.4.3-2022.10.21-000001","-","248bfe33-6b3c-4c2f-8d4e-97c915808782",dfb7e7b6deb4,"3c0b3f0f-9b4e-42e3-a492-61af31e0cc41",dfb7e7b6deb4,packetbeat,"8.4.3",172B,"2.6KB",172B,"172.16.0.9",51962,"2.6KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"1.4","Oct 23, 2022 @ 16:55:07.695",event,"Oct 23, 2022 @ 16:55:07.693","connection, protocol","x86_64",false,dfb7e7b6deb4,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",dfb7e7b6deb4,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",172B,0,"-",GET,"2.4KB","2.6KB","2,469","text/html;charset=ISO-8859-1",200,ok,"1.1",GET,"2.8KB","1:odrMI+k0r0IRl6xYXeYvZbCgOZc=",egress,http,tcp,ipv4,"GET /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","2.6KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,172B,"172.16.0.9",51962,OK,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 16:55:07.693",DbwNBIQBY9uvdcLxkNK6,".ds-packetbeat-8.4.3-2022.10.21-000001","-","248bfe33-6b3c-4c2f-8d4e-97c915808782",dfb7e7b6deb4,"3c0b3f0f-9b4e-42e3-a492-61af31e0cc41",dfb7e7b6deb4,packetbeat,"8.4.3",182B,"1.2KB",182B,"172.16.0.9",51968,"1.2KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"1.9","Oct 23, 2022 @ 16:55:07.695",event,"Oct 23, 2022 @ 16:55:07.693","connection, protocol","x86_64",false,dfb7e7b6deb4,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",dfb7e7b6deb4,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",182B,0,"-",GET,"1,014B","1.2KB","1,014","text/html;charset=utf-8",404,"not found","1.1",GET,"1.4KB","1:VMBSO7izOjZXX1ZfuYd7ypb7HDQ=",egress,http,tcp,ipv4,"GET /robots.txt","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.2KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,182B,"172.16.0.9",51968,Error,http,"3204_webapp_1.3204_companyABC",txt,"http://3204_webapp_1.3204_companyABC:8080/robots.txt","http://3204_webapp_1.3204_companyABC:8080/robots.txt","/robots.txt",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 16:55:07.693",DrwNBIQBY9uvdcLxkNK6,".ds-packetbeat-8.4.3-2022.10.21-000001","-","248bfe33-6b3c-4c2f-8d4e-97c915808782",dfb7e7b6deb4,"3c0b3f0f-9b4e-42e3-a492-61af31e0cc41",dfb7e7b6deb4,packetbeat,"8.4.3",196B,"1.2KB",196B,"172.16.0.9",51982,"1.2KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"2.3","Oct 23, 2022 @ 16:55:07.696",event,"Oct 23, 2022 @ 16:55:07.693","connection, protocol","x86_64",false,dfb7e7b6deb4,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",dfb7e7b6deb4,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",196B,0,"-",GET,1KB,"1.2KB","1,042","text/html;charset=utf-8",404,"not found","1.1",GET,"1.4KB","1:ME7C7vho8T7vnGpXQci8VbEImBs=",egress,http,tcp,ipv4,"GET /nmaplowercheck1666515307","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.2KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,196B,"172.16.0.9",51982,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/nmaplowercheck1666515307","http://3204_webapp_1.3204_companyABC:8080/nmaplowercheck1666515307","/nmaplowercheck1666515307",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 16:50:55.163",8bwJBIQBY9uvdcLxtbPG,".ds-packetbeat-8.4.3-2022.10.21-000001","-","248bfe33-6b3c-4c2f-8d4e-97c915808782",dfb7e7b6deb4,"3c0b3f0f-9b4e-42e3-a492-61af31e0cc41",dfb7e7b6deb4,packetbeat,"8.4.3",235B,"1.3KB",235B,"172.16.0.9",50660,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"0.8","Oct 23, 2022 @ 16:50:55.164",event,"Oct 23, 2022 @ 16:50:55.163","connection, protocol","x86_64",false,dfb7e7b6deb4,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",dfb7e7b6deb4,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",235B,0,"-",OPTIONS,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",OPTIONS,"1.5KB","1:g0fkXQ7WW8sqVpu2EpZd0FxzSYU=",egress,http,tcp,ipv4,"OPTIONS /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,235B,"172.16.0.9",50660,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 16:50:55.159",8LwJBIQBY9uvdcLxtbPG,".ds-packetbeat-8.4.3-2022.10.21-000001","-","248bfe33-6b3c-4c2f-8d4e-97c915808782",dfb7e7b6deb4,"3c0b3f0f-9b4e-42e3-a492-61af31e0cc41",dfb7e7b6deb4,packetbeat,"8.4.3",237B,"1.3KB",237B,"172.16.0.9",50652,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"3.0","Oct 23, 2022 @ 16:50:55.162",event,"Oct 23, 2022 @ 16:50:55.159","connection, protocol","x86_64",false,dfb7e7b6deb4,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",dfb7e7b6deb4,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",237B,0,"-",OPTIONS,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",OPTIONS,"1.5KB","1:6Wj+p9wHfWmeIC09bBwwVpgUICk=",egress,http,tcp,ipv4,"OPTIONS /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,237B,"172.16.0.9",50652,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 16:50:55.153",7rwJBIQBY9uvdcLxtbPG,".ds-packetbeat-8.4.3-2022.10.21-000001","-","248bfe33-6b3c-4c2f-8d4e-97c915808782",dfb7e7b6deb4,"3c0b3f0f-9b4e-42e3-a492-61af31e0cc41",dfb7e7b6deb4,packetbeat,"8.4.3",237B,"1.3KB",237B,"172.16.0.9",50624,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"3.3","Oct 23, 2022 @ 16:50:55.156",event,"Oct 23, 2022 @ 16:50:55.153","connection, protocol","x86_64",false,dfb7e7b6deb4,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",dfb7e7b6deb4,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",237B,0,"-",OPTIONS,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",OPTIONS,"1.5KB","1:nxTQxO7d2y45GwWXMIU7+m6lsKQ=",egress,http,tcp,ipv4,"OPTIONS /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,237B,"172.16.0.9",50624,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 16:50:55.152",67wJBIQBY9uvdcLxtbPG,".ds-packetbeat-8.4.3-2022.10.21-000001","-","248bfe33-6b3c-4c2f-8d4e-97c915808782",dfb7e7b6deb4,"3c0b3f0f-9b4e-42e3-a492-61af31e0cc41",dfb7e7b6deb4,packetbeat,"8.4.3",235B,"1.3KB",235B,"172.16.0.9",50596,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"0.8","Oct 23, 2022 @ 16:50:55.152",event,"Oct 23, 2022 @ 16:50:55.152","connection, protocol","x86_64",false,dfb7e7b6deb4,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",dfb7e7b6deb4,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",235B,0,"-",OPTIONS,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",OPTIONS,"1.5KB","1:DlItZkqzOgNykwoZmxCTsrS3XKw=",egress,http,tcp,ipv4,"OPTIONS /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,235B,"172.16.0.9",50596,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 16:50:55.152",7LwJBIQBY9uvdcLxtbPG,".ds-packetbeat-8.4.3-2022.10.21-000001","-","248bfe33-6b3c-4c2f-8d4e-97c915808782",dfb7e7b6deb4,"3c0b3f0f-9b4e-42e3-a492-61af31e0cc41",dfb7e7b6deb4,packetbeat,"8.4.3",176B,"1.3KB",176B,"172.16.0.9",50610,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"1.0","Oct 23, 2022 @ 16:50:55.153",event,"Oct 23, 2022 @ 16:50:55.152","connection, protocol","x86_64",false,dfb7e7b6deb4,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",dfb7e7b6deb4,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",176B,0,"-",OPTIONS,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",OPTIONS,"1.4KB","1:DbKr9/un78229sqmxfuuoetrblA=",egress,http,tcp,ipv4,"OPTIONS /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,176B,"172.16.0.9",50610,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 16:50:55.149",57wJBIQBY9uvdcLxtbPG,".ds-packetbeat-8.4.3-2022.10.21-000001","-","248bfe33-6b3c-4c2f-8d4e-97c915808782",dfb7e7b6deb4,"3c0b3f0f-9b4e-42e3-a492-61af31e0cc41",dfb7e7b6deb4,packetbeat,"8.4.3",192B,"2.6KB",192B,"172.16.0.9",50578,"2.6KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"1.0","Oct 23, 2022 @ 16:50:55.150",event,"Oct 23, 2022 @ 16:50:55.149","connection, protocol","x86_64",false,dfb7e7b6deb4,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",dfb7e7b6deb4,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",192B,0,"-",POST,"2.4KB","2.6KB","2,469","text/html;charset=ISO-8859-1",200,ok,"1.1",POST,"2.8KB","1:o6J3ZnjEJGHHlLcedIjl1cmk7Wc=",egress,http,tcp,ipv4,"POST /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","2.6KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,192B,"172.16.0.9",50578,OK,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 16:50:55.149",6bwJBIQBY9uvdcLxtbPG,".ds-packetbeat-8.4.3-2022.10.21-000001","-","248bfe33-6b3c-4c2f-8d4e-97c915808782",dfb7e7b6deb4,"3c0b3f0f-9b4e-42e3-a492-61af31e0cc41",dfb7e7b6deb4,packetbeat,"8.4.3",236B,"1.3KB",236B,"172.16.0.9",50562,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"1.8","Oct 23, 2022 @ 16:50:55.150",event,"Oct 23, 2022 @ 16:50:55.149","connection, protocol","x86_64",false,dfb7e7b6deb4,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",dfb7e7b6deb4,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",236B,0,"-",OPTIONS,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",OPTIONS,"1.5KB","1:1V4bMODP7IFwB4zli7//e0Igz0s=",egress,http,tcp,ipv4,"OPTIONS /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,236B,"172.16.0.9",50562,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 16:50:55.143",5LwJBIQBY9uvdcLxtbPG,".ds-packetbeat-8.4.3-2022.10.21-000001","-","248bfe33-6b3c-4c2f-8d4e-97c915808782",dfb7e7b6deb4,"3c0b3f0f-9b4e-42e3-a492-61af31e0cc41",dfb7e7b6deb4,packetbeat,"8.4.3",233B,"1.3KB",233B,"172.16.0.9",50542,"1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"1.8","Oct 23, 2022 @ 16:50:55.145",event,"Oct 23, 2022 @ 16:50:55.143","connection, protocol","x86_64",false,dfb7e7b6deb4,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",dfb7e7b6deb4,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",233B,0,"-",OPTIONS,"1.1KB","1.3KB","1,086","text/html;charset=utf-8",405,"method not allowed","1.1",OPTIONS,"1.5KB","1:ryyhkmK8L4w5aaobvMsypPYVl5U=",egress,http,tcp,ipv4,"OPTIONS /","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.3KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,233B,"172.16.0.9",50542,Error,http,"3204_webapp_1.3204_companyABC","-","http://3204_webapp_1.3204_companyABC:8080/","http://3204_webapp_1.3204_companyABC:8080/","/",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
"Oct 23, 2022 @ 16:50:55.143",5bwJBIQBY9uvdcLxtbPG,".ds-packetbeat-8.4.3-2022.10.21-000001","-","248bfe33-6b3c-4c2f-8d4e-97c915808782",dfb7e7b6deb4,"3c0b3f0f-9b4e-42e3-a492-61af31e0cc41",dfb7e7b6deb4,packetbeat,"8.4.3",183B,"1.2KB",183B,"172.16.0.9",50544,"1.2KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,"8.0.0",network,http,"2.4","Oct 23, 2022 @ 16:50:55.146",event,"Oct 23, 2022 @ 16:50:55.143","connection, protocol","x86_64",false,dfb7e7b6deb4,b26468769e4940f5ae029e74a095fd54,"172.16.0.9","02:42:ac:10:00:09",dfb7e7b6deb4,jammy,debian,"5.15.0-52-generic",Ubuntu,Ubuntu,ubuntu,linux,"22.04.1 LTS (Jammy Jellyfish)","-",183B,0,"-",GET,"1,016B","1.2KB","1,016","text/html;charset=utf-8",404,"not found","1.1",GET,"1.4KB","1:UL91wjN4dvjDmpaY9R9EUKNdy7k=",egress,http,tcp,ipv4,"GET /favicon.ico","3204_webapp_1.3204_companyABC","172.16.0.9, 172.16.0.2","1.2KB","3204_webapp_1.3204_companyABC","172.16.0.2",8080,183B,"172.16.0.9",50544,Error,http,"3204_webapp_1.3204_companyABC",ico,"http://3204_webapp_1.3204_companyABC:8080/favicon.ico","http://3204_webapp_1.3204_companyABC:8080/favicon.ico","/favicon.ico",8080,"-",http,"Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)","Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
