Classification,Date,Day,Job,LogType,Month,Path,Result,Time,User
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:17:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:17:01,1:00
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:17:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:17:01,(root)
CRON[3302],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:16:01,(/usr/bin/config/checkAdmin.sh
CRON[3303],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:16:01,(/usr/bin/config/checkElk.sh
CRON[3308],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:16:01,(/usr/bin/config/checkDev.sh
CRON[3310],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:16:01,(/usr/bin/config/checkDb.sh
CRON[3315],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),15:16:01,(/usr/bin/config/rsyslog.sh
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:16:01,(root)
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,15:16:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,15:16:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:16:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:16:01,1:00
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:16:01,(root)
CRON[3270],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),15:15:01,(/usr/bin/config/rsyslog.sh
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:15:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:15:01,1:00
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,15:15:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:15:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,15:15:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:15:01,(root)
CRON[3263],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:15:01,(/usr/bin/config/checkAdmin.sh
CRON[3267],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:15:01,(/usr/bin/config/checkDb.sh
CRON[3266],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:15:01,(/usr/bin/config/checkDev.sh
CRON[3268],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:15:01,(/usr/bin/config/checkElk.sh
CRON[3224],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:14:01,(/usr/bin/config/checkAdmin.sh
CRON[3227],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:14:01,(/usr/bin/config/checkDev.sh
CRON[3228],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:14:01,(/usr/bin/config/checkDb.sh
CRON[3229],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:14:01,(/usr/bin/config/checkElk.sh
CRON[3233],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),15:14:01,(/usr/bin/config/rsyslog.sh
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,15:14:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,15:14:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:14:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:14:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:14:01,1:00
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:14:01,(root)
CRON[3185],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:13:01,(/usr/bin/config/checkDb.sh
CRON[3186],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:13:01,(/usr/bin/config/checkAdmin.sh
CRON[3189],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:13:01,(/usr/bin/config/checkElk.sh
CRON[3192],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:13:01,(/usr/bin/config/checkDev.sh
CRON[3194],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),15:13:01,(/usr/bin/config/rsyslog.sh
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,15:13:01,(root)
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,15:13:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:13:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:13:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:13:01,1:00
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:13:01,(root)
CRON[3147],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:12:01,(/usr/bin/config/checkDb.sh
CRON[3146],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:12:01,(/usr/bin/config/checkAdmin.sh
CRON[3150],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:12:01,(/usr/bin/config/checkElk.sh
CRON[3151],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:12:01,(/usr/bin/config/checkDev.sh
CRON[3154],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),15:12:01,(/usr/bin/config/rsyslog.sh
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,15:12:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:12:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:12:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:12:01,1:00
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,15:12:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:12:01,(root)
CRON[3107],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:11:01,(/usr/bin/config/checkAdmin.sh
CRON[3108],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),15:11:01,(/usr/bin/config/rsyslog.sh
CRON[3111],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:11:01,(/usr/bin/config/checkDev.sh
CRON[3114],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:11:01,(/usr/bin/config/checkDb.sh
CRON[3115],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:11:01,(/usr/bin/config/checkElk.sh
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,15:11:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:11:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:11:01,1:00
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:11:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,15:11:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:11:01,(root)
CRON[3071],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:10:01,(/usr/bin/config/checkElk.sh
CRON[3069],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:10:01,(/usr/bin/config/checkDb.sh
CRON[3072],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),15:10:01,(/usr/bin/config/rsyslog.sh
CRON[3070],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:10:01,(/usr/bin/config/checkDev.sh
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,15:10:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:10:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:10:01,1:00
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,15:10:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:10:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:10:02,(root)
CRON[3068],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:10:01,(/usr/bin/config/checkAdmin.sh
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:09:01,(root)
CRON[2962],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),15:09:01,(/usr/bin/config/rsyslog.sh
CRON[2963],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:09:01,(/usr/bin/config/checkAdmin.sh
CRON[2964],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:09:01,(/usr/bin/config/checkDev.sh
CRON[2965],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:09:01,(/usr/bin/config/checkDb.sh
CRON[2969],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:09:01,(/usr/bin/config/checkElk.sh
CRON[2966],25,CMD,[,(root),Oct,(empty),-x /usr/lib/php/sessionclean ] && if [ ! -d /run/systemd/system ]; then /usr/lib/php/sessionclean; fi),15:09:01,(
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,15:09:01,(root)
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,15:09:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:09:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:09:01,1:00
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:09:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:08:01,(root)
CRON[2922],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),15:08:01,(/usr/bin/config/rsyslog.sh
CRON[2923],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:08:01,(/usr/bin/config/checkAdmin.sh
CRON[2929],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:08:01,(/usr/bin/config/checkDb.sh
CRON[2926],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:08:01,(/usr/bin/config/checkElk.sh
CRON[2930],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:08:01,(/usr/bin/config/checkDev.sh
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:08:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,15:08:01,(root)
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,15:08:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:08:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:08:01,1:00
CRON[2883],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:07:01,(/usr/bin/config/checkAdmin.sh
CRON[2885],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:07:01,(/usr/bin/config/checkDb.sh
CRON[2889],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:07:01,(/usr/bin/config/checkElk.sh
CRON[2884],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:07:01,(/usr/bin/config/checkDev.sh
CRON[2888],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),15:07:01,(/usr/bin/config/rsyslog.sh
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,15:07:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:07:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:07:01,1:00
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,15:07:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:07:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:07:01,(root)
CRON[2844],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:06:01,(/usr/bin/config/checkAdmin.sh
CRON[2845],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:06:01,(/usr/bin/config/checkDb.sh
CRON[2849],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:06:01,(/usr/bin/config/checkDev.sh
CRON[2848],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:06:01,(/usr/bin/config/checkElk.sh
CRON[2852],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),15:06:01,(/usr/bin/config/rsyslog.sh
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,15:06:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,15:06:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:06:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:06:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:06:01,1:00
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:06:01,(root)
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,15:05:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,15:05:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:05:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:05:01,1:00
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:05:01,(root)
CRON[2805],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:05:01,(/usr/bin/config/checkDev.sh
CRON[2806],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:05:01,(/usr/bin/config/checkAdmin.sh
CRON[2809],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),15:05:01,(/usr/bin/config/rsyslog.sh
CRON[2813],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:05:01,(/usr/bin/config/checkDb.sh
CRON[2816],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:05:01,(/usr/bin/config/checkElk.sh
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:05:01,(root)
CRON[2767],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:04:01,(/usr/bin/config/checkDb.sh
CRON[2766],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),15:04:01,(/usr/bin/config/rsyslog.sh
CRON[2771],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:04:01,(/usr/bin/config/checkDev.sh
CRON[2772],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:04:01,(/usr/bin/config/checkElk.sh
CRON[2770],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:04:01,(/usr/bin/config/checkAdmin.sh
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,15:04:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:04:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:04:01,1:00
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:04:01,(root)
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,15:04:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:04:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,15:03:01,(root)
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,15:03:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:03:01,(root)
CRON[2727],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:03:01,(/usr/bin/config/checkAdmin.sh
CRON[2731],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:03:01,(/usr/bin/config/checkDb.sh
CRON[2730],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:03:01,(/usr/bin/config/checkElk.sh
CRON[2732],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:03:01,(/usr/bin/config/checkDev.sh
CRON[2734],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),15:03:01,(/usr/bin/config/rsyslog.sh
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:03:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:03:01,1:00
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:03:01,(root)
CRON[2689],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:02:01,(/usr/bin/config/checkDev.sh
CRON[2688],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:02:01,(/usr/bin/config/checkAdmin.sh
CRON[2690],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:02:01,(/usr/bin/config/checkDb.sh
CRON[2691],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:02:01,(/usr/bin/config/checkElk.sh
CRON[2703],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),15:02:02,(/usr/bin/config/rsyslog.sh
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,15:02:02,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:02:02,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:02:02,1:00
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,15:02:02,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:02:02,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:02:02,(root)
CRON[2651],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:01:01,(/usr/bin/config/checkDev.sh
CRON[2654],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:01:01,(/usr/bin/config/checkElk.sh
CRON[2658],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:01:01,(/usr/bin/config/checkDb.sh
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:01:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:01:01,1:00
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,15:01:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,15:01:01,(root)
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:01:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:01:01,(root)
CRON[2649],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),15:01:01,(/usr/bin/config/rsyslog.sh
CRON[2650],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:01:01,(/usr/bin/config/checkAdmin.sh
CRON[2610],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:00:01,(/usr/bin/config/checkAdmin.sh
CRON[2613],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:00:01,(/usr/bin/config/checkDb.sh
CRON[2614],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:00:01,(/usr/bin/config/checkElk.sh
CRON[2615],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),15:00:01,(/usr/bin/config/checkDev.sh
CRON[2617],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),15:00:01,(/usr/bin/config/rsyslog.sh
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,15:00:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,15:00:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,15:00:01,1:00
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,15:00:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,15:00:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,15:00:01,(root)
CRON[2571],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:59:01,(/usr/bin/config/checkAdmin.sh
CRON[2573],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:59:01,(/usr/bin/config/rsyslog.sh
CRON[2572],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:59:01,(/usr/bin/config/checkDev.sh
CRON[2578],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:59:01,(/usr/bin/config/checkElk.sh
CRON[2579],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:59:01,(/usr/bin/config/checkDb.sh
MONITOR,25,Tuesday,ADMIN-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkAdmin.sh,Successful,14:59:01,(root)
MONITOR,25,Tuesday,DEV-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDev.sh,/usr/local/lib/dev/utils.so: connect: Connection refused,14:59:01,(root)
MONITOR,25,line,Connection,/usr/local/lib/dev/utils.so:,Oct,/dev/tcp/10.0.0.3/4444:,refused,14:59:01,1:00
MONITOR,25,Tuesday,ELK-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkElk.sh,Successful,14:59:01,(root)
MONITOR,25,Tuesday,DB-PING,[CRONOUTPUT],Oct,/usr/bin/config/checkDb.sh,Successful,14:59:01,(root)
SERVICE,25,Tuesday,STATUS,[CRONOUTPUT],Oct,/usr/bin/config/rsyslog.sh,Running,14:59:01,(root)
CRON[2532],25,CMD,|,(root),Oct,2>&1,logger -t SERVICE),14:58:01,(/usr/bin/config/rsyslog.sh
CRON[2533],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:58:01,(/usr/bin/config/checkAdmin.sh
CRON[2534],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:58:01,(/usr/bin/config/checkDev.sh
CRON[2539],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:58:01,(/usr/bin/config/checkDb.sh
CRON[2544],25,CMD,|,(root),Oct,2>&1,logger -t MONITOR),14:58:01,(/usr/bin/config/checkElk.sh
